Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date
Europe,Bosnia and Herzegovina,Fruits,Offline,L,8/22/13,510080468,10/2/13
Sub-Saharan Africa,Namibia,Cosmetics,Online,M,4/24/12,163524043,5/4/12
Asia,Laos,Clothes,Offline,C,5/14/13,555647122,6/25/13
Asia,Turkmenistan,Clothes,Offline,M,11/5/14,136498534,11/24/14
Asia,Brunei,Clothes,Online,L,11/6/15,576439607,12/14/15
Asia,Sri Lanka,Vegetables,Online,L,10/1/12,916144168,11/4/12
Sub-Saharan Africa,Central African Republic,Snacks,Offline,H,7/29/10,716598546,8/2/10
Europe,Netherlands,Snacks,Offline,C,8/14/11,509101569,9/20/11
Australia and Oceania,Australia,Meat,Offline,C,8/31/11,445264565,9/30/11
Asia,Laos,Cosmetics,Offline,H,5/11/11,747011363,6/3/11
Sub-Saharan Africa,Djibouti,Beverages,Offline,M,5/25/12,356578290,6/10/12
Asia,Vietnam,Snacks,Online,C,10/9/13,986514174,11/28/13
Europe,Moldova ,Beverages,Online,L,7/13/15,369680345,8/8/15
Asia,Singapore,Cereal,Offline,H,12/29/14,809250628,2/3/15
Central America and the Caribbean,Costa Rica,Cosmetics,Offline,M,7/22/10,628711354,8/26/10
Central America and the Caribbean,Nicaragua,Beverages,Online,M,1/12/13,921861350,1/27/13
Australia and Oceania,Nauru,Cereal,Offline,L,8/3/11,602811944,9/4/11
Central America and the Caribbean,Panama,Cosmetics,Offline,C,5/18/15,455986964,6/18/15
Central America and the Caribbean,Nicaragua,Clothes,Offline,L,11/28/11,886122739,12/16/11
Europe,Belgium,Vegetables,Offline,M,4/4/16,568268096,5/15/16
Sub-Saharan Africa,Togo,Fruits,Online,H,4/10/14,497784364,4/17/14
Asia,South Korea,Clothes,Online,H,10/19/11,840345370,11/3/11
Europe,Bulgaria,Baby Food,Online,L,10/1/15,481937444,10/26/15
Central America and the Caribbean,Costa Rica,Vegetables,Online,H,3/2/15,178859412,4/7/15
Sub-Saharan Africa,Angola,Personal Care,Online,H,4/21/15,307722604,4/30/15
Sub-Saharan Africa,Kenya,Beverages,Offline,H,2/14/11,415450847,4/3/11
Asia,Brunei,Cereal,Online,L,10/17/13,569280469,10/29/13
Sub-Saharan Africa,Sao Tome and Principe,Cereal,Online,M,8/14/16,906760299,8/20/16
Sub-Saharan Africa,Angola,Office Supplies,Online,C,12/20/13,285751664,2/5/14
Middle East and North Africa,Libya,Baby Food,Online,L,8/20/12,334428393,9/23/12
Middle East and North Africa,Algeria,Fruits,Offline,L,11/26/12,501276814,1/3/13
North America,Greenland,Clothes,Online,M,5/3/12,305095756,5/15/12
Europe,Belarus,Beverages,Offline,C,2/18/17,684996545,3/15/17
Sub-Saharan Africa,Gabon,Cosmetics,Online,C,8/19/15,850403010,9/22/15
Asia,Turkmenistan,Personal Care,Online,C,5/16/12,531051480,5/25/12
Asia,Japan,Household,Online,H,10/2/16,426990783,10/10/16
Australia and Oceania,Papua New Guinea,Fruits,Offline,L,7/7/16,858582246,7/11/16
Sub-Saharan Africa,Mauritius ,Personal Care,Offline,C,10/29/11,416499698,11/3/11
Europe,Germany,Meat,Offline,H,6/27/11,911729466,8/1/11
Sub-Saharan Africa,Ghana,Baby Food,Online,L,1/4/14,625570380,1/9/14
Asia,Philippines,Clothes,Online,C,5/27/11,159633767,7/7/11
Sub-Saharan Africa,Mali,Personal Care,Offline,M,8/26/15,185843455,8/30/15
Middle East and North Africa,Somalia,Cereal,Online,L,2/10/17,996435773,3/5/17
Asia,Tajikistan,Beverages,Offline,C,12/23/10,253959548,1/1/11
Asia,Maldives,Meat,Online,C,3/23/16,641276109,5/6/16
Asia,Turkmenistan,Vegetables,Online,C,4/4/11,411559283,5/15/11
Middle East and North Africa,Iran,Personal Care,Online,H,5/22/13,138295400,6/21/13
Europe,Switzerland,Clothes,Online,C,7/6/14,465283286,8/4/14
Europe,Czech Republic,Snacks,Offline,L,2/20/15,756634271,3/12/15
Middle East and North Africa,Jordan,Baby Food,Offline,H,1/28/13,446772181,2/18/13
Central America and the Caribbean,Costa Rica,Fruits,Online,C,10/4/14,390433347,10/18/14
Europe,Finland,Household,Online,L,4/30/16,612666594,5/22/16
Middle East and North Africa,Saudi Arabia,Beverages,Online,C,12/31/14,758833253,1/27/15
Europe,Latvia,Beverages,Online,M,10/28/12,544607150,10/30/12
Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,C,12/7/12,205974614,1/11/13
Asia,China,Snacks,Online,M,9/23/15,949234473,11/8/15
Middle East and North Africa,Pakistan,Beverages,Offline,C,2/6/15,900998055,3/2/15
Middle East and North Africa,Algeria,Fruits,Online,M,5/15/17,958189189,6/29/17
Europe,Liechtenstein,Beverages,Offline,C,10/12/14,738044202,11/29/14
Australia and Oceania,New Zealand,Personal Care,Online,C,12/28/11,828111922,1/5/12
Sub-Saharan Africa,Cameroon,Cosmetics,Offline,C,9/23/14,536253678,10/11/14
Sub-Saharan Africa,Sierra Leone,Cosmetics,Online,H,11/8/10,140643298,11/12/10
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,M,1/5/12,439767110,1/16/12
Central America and the Caribbean,Antigua and Barbuda ,Baby Food,Online,M,12/25/11,502423942,1/11/12
Asia,Kazakhstan,Snacks,Online,M,3/4/13,817725121,3/20/13
Australia and Oceania,Marshall Islands,Beverages,Online,H,4/14/15,145094478,5/24/15
Australia and Oceania,Palau,Clothes,Offline,M,6/30/11,464268338,8/3/11
Middle East and North Africa,Morocco,Vegetables,Offline,C,12/28/14,225295531,1/28/15
Sub-Saharan Africa,Cape Verde,Cereal,Online,C,4/20/17,198537385,5/17/17
Sub-Saharan Africa,Liberia,Household,Online,C,10/21/14,324667727,10/29/14
Sub-Saharan Africa,Lesotho,Meat,Offline,M,7/8/12,164672887,7/31/12
Europe,France,Beverages,Offline,H,9/26/12,249851691,10/2/12
Asia,Japan,Fruits,Offline,M,4/3/11,731815469,4/12/11
Sub-Saharan Africa,Mauritania,Clothes,Offline,L,4/12/16,932488048,4/30/16
Europe,Switzerland,Personal Care,Offline,H,5/15/14,694105756,6/21/14
Europe,Greece,Snacks,Online,L,2/1/12,829217422,2/3/12
Europe,Slovenia,Office Supplies,Offline,L,1/16/17,870684373,2/4/17
Europe,Macedonia,Vegetables,Offline,M,6/5/11,421680438,7/2/11
North America,Mexico,Office Supplies,Online,C,5/5/16,505691945,6/6/16
Sub-Saharan Africa,Angola,Office Supplies,Offline,H,4/27/12,416517722,5/23/12
Europe,Portugal,Beverages,Online,L,3/28/11,868269097,4/11/11
Asia,Brunei,Household,Online,M,9/5/14,845369899,10/18/14
Europe,Belarus,Cereal,Offline,M,2/25/10,752556455,3/14/10
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Online,L,9/25/12,164877593,10/30/12
Europe,Finland,Beverages,Online,C,11/5/15,977694642,11/9/15
Asia,Bangladesh,Beverages,Offline,M,3/9/10,656681430,3/31/10
Middle East and North Africa,Azerbaijan,Beverages,Offline,M,3/28/10,787824285,3/28/10
Sub-Saharan Africa,Eritrea,Cosmetics,Offline,M,8/14/12,327422034,9/21/12
North America,United States of America,Personal Care,Offline,C,1/5/15,552086007,2/20/15
Sub-Saharan Africa,Liberia,Vegetables,Online,M,5/17/12,108740031,6/11/12
Central America and the Caribbean,The Bahamas,Cereal,Online,L,11/19/15,864620435,12/29/15
Europe,Denmark,Snacks,Online,H,4/6/11,257276046,5/18/11
Europe,Slovakia,Fruits,Offline,H,8/8/15,744568192,9/24/15
Sub-Saharan Africa,Liberia,Cereal,Offline,L,12/22/12,354670703,12/29/12
Sub-Saharan Africa,Swaziland,Clothes,Offline,L,3/28/11,336069905,5/9/11
Sub-Saharan Africa,Niger,Baby Food,Offline,H,7/13/15,207564628,7/17/15
Central America and the Caribbean,Barbados,Cereal,Online,M,11/25/16,908266198,12/9/16
Europe,Liechtenstein,Office Supplies,Online,H,4/7/11,747598445,5/5/11
Central America and the Caribbean,The Bahamas,Fruits,Online,H,9/26/10,355297696,10/11/10
Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,H,2/18/17,431412780,3/25/17
Middle East and North Africa,Iraq,Fruits,Offline,L,8/19/10,396305024,8/26/10
Asia,India,Personal Care,Offline,C,2/11/14,640648257,3/28/14
Australia and Oceania,Solomon Islands,Household,Online,H,8/31/13,275428807,9/18/13
Middle East and North Africa,Kuwait,Household,Online,L,5/15/15,281945502,6/24/15
Sub-Saharan Africa,Ethiopia,Baby Food,Online,H,3/24/11,361809670,4/27/11
Asia,Myanmar,Clothes,Online,L,3/28/13,286945140,4/11/13
North America,United States of America,Office Supplies,Online,C,9/30/11,349588239,10/7/11
Sub-Saharan Africa,South Africa,Personal Care,Offline,M,2/4/17,912287795,3/3/17
Sub-Saharan Africa,Botswana,Household,Offline,L,5/28/10,157905137,5/28/10
Australia and Oceania,Samoa ,Fruits,Offline,C,7/2/15,839614093,8/17/15
Sub-Saharan Africa,Burkina Faso,Meat,Offline,H,11/4/11,830900990,12/15/11
Asia,Maldives,Snacks,Offline,H,1/13/14,775564658,1/17/14
Europe,Germany,Fruits,Online,M,1/10/15,937716424,1/26/15
Asia,Philippines,Cereal,Online,M,8/12/12,751780116,9/28/12
Sub-Saharan Africa,Guinea,Fruits,Online,M,3/29/13,172492063,4/25/13
Middle East and North Africa,Pakistan,Household,Online,L,1/16/13,124901092,2/15/13
Middle East and North Africa,Morocco,Cosmetics,Online,H,10/22/16,254368531,11/29/16
Sub-Saharan Africa,South Africa,Household,Offline,H,6/13/11,276568210,7/7/11
Middle East and North Africa,Saudi Arabia,Snacks,Offline,H,3/26/15,427486455,4/19/15
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,H,6/1/13,113422095,6/12/13
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,M,1/17/15,160986459,2/10/15
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,M,4/16/11,567103374,5/23/11
Europe,San Marino,Meat,Offline,L,2/8/17,949009168,3/19/17
Australia and Oceania,Samoa ,Beverages,Online,H,6/11/14,994252669,6/18/14
Asia,North Korea,Personal Care,Online,C,8/5/16,910695207,9/6/16
Australia and Oceania,Samoa ,Snacks,Online,C,6/6/11,976510608,7/18/11
Sub-Saharan Africa,Uganda,Meat,Offline,C,8/1/10,190185201,8/30/10
Europe,Italy,Snacks,Offline,L,5/30/15,320517814,6/23/15
Sub-Saharan Africa,Rwanda,Personal Care,Offline,L,3/6/13,956619775,3/26/13
Asia,Tajikistan,Clothes,Offline,H,2/26/11,857914912,4/15/11
Australia and Oceania,Australia,Baby Food,Offline,H,2/4/10,204139554,2/7/10
Europe,Greece,Cosmetics,Online,M,8/11/15,145342528,8/31/15
Europe,Monaco,Household,Online,L,8/28/11,551885163,10/12/11
North America,Canada,Fruits,Online,L,5/1/17,464441287,5/13/17
Australia and Oceania,Kiribati,Fruits,Offline,H,12/7/14,343997228,12/26/14
Europe,Bulgaria,Cosmetics,Online,C,5/2/14,721851813,5/6/14
Middle East and North Africa,Pakistan,Cosmetics,Offline,H,4/27/11,849616372,5/13/11
Central America and the Caribbean,Jamaica,Personal Care,Online,L,2/6/14,949214732,3/21/14
Europe,Georgia,Meat,Online,H,10/25/16,862883222,11/29/16
Central America and the Caribbean,Saint Lucia,Baby Food,Offline,C,11/14/10,503170669,12/17/10
Central America and the Caribbean,Honduras,Cosmetics,Online,C,6/16/11,302938401,7/26/11
Sub-Saharan Africa,Madagascar,Snacks,Online,H,11/27/15,765360248,1/13/16
Central America and the Caribbean,Costa Rica,Snacks,Offline,C,1/12/15,213922536,1/19/15
Sub-Saharan Africa,The Gambia,Baby Food,Offline,H,1/30/12,642424094,2/13/12
Asia,China,Beverages,Online,H,5/12/11,964976251,6/6/11
Europe,Poland,Vegetables,Online,H,6/15/14,166002833,7/17/14
Asia,Cambodia,Personal Care,Online,L,6/11/16,450240170,7/26/16
Asia,Laos,Vegetables,Offline,H,4/4/17,492737090,4/10/17
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Offline,C,4/26/10,388854920,5/25/10
Asia,Brunei,Fruits,Offline,C,8/13/16,304267489,8/20/16
Asia,Maldives,Baby Food,Online,M,10/8/12,924961125,10/12/12
Australia and Oceania,Papua New Guinea,Cosmetics,Offline,C,7/19/10,307234656,8/5/10
Europe,Spain,Clothes,Online,H,3/13/15,627699410,3/22/15
Sub-Saharan Africa,Sierra Leone,Beverages,Offline,H,2/8/14,533279216,3/11/14
Middle East and North Africa,Bahrain,Fruits,Offline,C,11/16/10,991210401,12/31/10
Sub-Saharan Africa,South Sudan,Snacks,Online,H,12/14/13,339041793,12/18/13
Europe,Ireland,Fruits,Online,C,2/18/10,134634721,3/15/10
Europe,Moldova ,Vegetables,Offline,H,10/14/13,206163012,10/22/13
Sub-Saharan Africa,Cameroon,Meat,Offline,L,1/17/10,902112996,2/10/10
Middle East and North Africa,Kuwait,Office Supplies,Online,C,8/16/11,841283500,9/11/11
Sub-Saharan Africa,Tanzania,Office Supplies,Online,H,2/22/17,962785851,3/26/17
Asia,Sri Lanka,Beverages,Offline,L,12/12/14,476043879,1/31/15
Asia,North Korea,Cereal,Offline,L,2/22/17,910793912,4/13/17
Europe,Denmark,Fruits,Offline,L,6/1/10,267084777,7/10/10
Europe,Poland,Office Supplies,Online,C,10/18/12,665277802,11/27/12
Europe,Bosnia and Herzegovina,Clothes,Online,H,11/16/16,696046817,11/27/16
Sub-Saharan Africa,Angola,Cereal,Offline,M,4/26/16,370378148,5/25/16
Sub-Saharan Africa,Cape Verde,Meat,Offline,C,3/14/17,669570624,3/15/17
Europe,Romania,Meat,Offline,M,7/12/11,395235574,7/16/11
Europe,Moldova ,Cosmetics,Online,H,4/19/11,219296824,4/21/11
Australia and Oceania,Australia,Snacks,Offline,L,6/6/14,433990705,6/25/14
Sub-Saharan Africa,Burundi,Vegetables,Online,H,2/13/16,501866042,3/5/16
Europe,Denmark,Beverages,Offline,L,8/17/12,405784165,9/22/12
Sub-Saharan Africa,Sudan,Fruits,Online,H,8/22/12,198918902,9/20/12
Middle East and North Africa,Somalia,Meat,Offline,L,10/7/10,454756581,11/6/10
Sub-Saharan Africa,Chad,Baby Food,Online,C,1/12/14,917096030,1/19/14
Europe,Poland,Beverages,Online,M,5/21/15,950048577,7/1/15
Asia,Maldives,Office Supplies,Offline,C,8/17/12,888038051,8/17/12
Asia,India,Vegetables,Offline,H,3/12/12,685800778,3/30/12
Middle East and North Africa,Egypt,Snacks,Offline,L,3/26/10,368385589,4/11/10
Middle East and North Africa,Tunisia ,Household,Online,C,7/9/11,481153810,8/5/11
Europe,Luxembourg,Household,Offline,M,7/18/10,739779269,8/10/10
Sub-Saharan Africa,Burundi,Meat,Offline,L,6/6/10,480248296,7/18/10
Europe,Serbia,Beverages,Offline,M,7/31/11,908859717,8/5/11
Asia,Tajikistan,Vegetables,Offline,H,6/19/15,152224862,6/21/15
Europe,Bosnia and Herzegovina,Vegetables,Offline,L,4/2/13,907267558,4/8/13
Central America and the Caribbean,Honduras,Fruits,Offline,L,5/2/12,991224133,5/10/12
Asia,North Korea,Meat,Online,C,5/14/17,991643416,6/17/17
Europe,Russia,Fruits,Offline,H,5/13/11,216386735,6/6/11
Middle East and North Africa,Afghanistan,Household,Online,H,6/22/12,743627917,6/29/12
Middle East and North Africa,Saudi Arabia,Snacks,Offline,C,3/13/17,671853291,4/8/17
Europe,Andorra,Snacks,Offline,H,9/27/11,869861686,10/6/11
Sub-Saharan Africa,Comoros,Meat,Offline,C,8/28/13,926764428,8/29/13
Europe,Germany,Snacks,Online,M,1/26/15,501985347,3/1/15
Australia and Oceania,Marshall Islands,Office Supplies,Offline,M,9/27/16,675260770,9/28/16
Central America and the Caribbean,Belize,Cereal,Offline,L,9/13/16,796639525,10/22/16
Middle East and North Africa,Somalia,Office Supplies,Online,L,1/21/14,736482942,3/3/14
Europe,Finland,Baby Food,Online,M,10/3/12,435464847,11/16/12
Middle East and North Africa,Afghanistan,Fruits,Offline,H,4/1/10,354571568,5/16/10
Europe,Estonia,Personal Care,Offline,C,5/26/16,125101935,6/25/16
Europe,Russia,Fruits,Offline,H,11/9/11,798667275,11/9/11
Europe,Slovenia,Meat,Online,L,5/25/12,797191417,7/9/12
Middle East and North Africa,Turkey,Meat,Offline,M,2/29/12,862910687,3/11/12
Australia and Oceania,Tonga,Office Supplies,Offline,H,2/16/10,908373916,3/30/10
Sub-Saharan Africa,Mali,Cereal,Offline,L,12/1/13,466442430,1/9/14
Middle East and North Africa,Saudi Arabia,Meat,Online,C,4/14/13,940290057,5/28/13
Sub-Saharan Africa,Botswana,Meat,Offline,C,3/12/14,653403127,3/22/14
Sub-Saharan Africa,Zimbabwe,Snacks,Online,L,4/25/12,699580466,5/27/12
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,C,12/16/11,892933404,12/29/11
Australia and Oceania,New Zealand,Cosmetics,Offline,H,9/14/14,217885768,9/14/14
Sub-Saharan Africa,Malawi,Vegetables,Offline,H,8/21/15,879173886,10/10/15
North America,Mexico,Cereal,Online,H,9/6/14,651846587,9/13/14
Europe,Macedonia,Snacks,Offline,H,11/2/12,531265199,12/4/12
Asia,Mongolia,Snacks,Offline,L,12/13/15,683103549,1/3/16
Asia,South Korea,Vegetables,Online,L,10/12/15,893347966,11/17/15
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,L,7/8/16,118297278,8/3/16
Europe,Switzerland,Cosmetics,Online,M,11/7/15,534562814,11/8/15
Asia,Bhutan,Household,Online,H,4/22/16,789068400,5/6/16
Sub-Saharan Africa,Niger,Personal Care,Offline,L,11/29/13,949050366,12/28/13
Europe,Slovakia,Baby Food,Offline,M,2/11/17,252057540,3/29/17
Europe,Denmark,Meat,Offline,C,9/17/12,255951249,10/18/12
Asia,Uzbekistan,Snacks,Offline,C,1/26/15,788905322,3/5/15
North America,United States of America,Office Supplies,Offline,H,11/24/16,399406087,12/29/16
Central America and the Caribbean,Jamaica,Cereal,Online,H,10/5/15,406252372,10/30/15
Europe,Austria,Beverages,Offline,H,4/15/10,848555505,5/13/10
Sub-Saharan Africa,South Sudan,Personal Care,Offline,L,7/12/11,935739314,8/31/11
Central America and the Caribbean,Grenada,Cereal,Offline,M,6/15/16,397540128,6/26/16
Asia,Maldives,Snacks,Offline,M,9/30/11,834006774,10/21/11
Sub-Saharan Africa,Liberia,Clothes,Online,L,6/8/15,765500581,7/28/15
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,L,7/17/12,582695376,7/24/12
Europe,Liechtenstein,Household,Online,H,11/15/11,296577489,12/2/11
Middle East and North Africa,Tunisia ,Meat,Offline,L,12/7/11,888445746,1/18/12
Middle East and North Africa,Somalia,Cosmetics,Offline,H,4/20/12,259911477,4/24/12
Sub-Saharan Africa,Namibia,Household,Online,H,5/28/17,882898509,6/15/17
Europe,Germany,Meat,Offline,M,1/4/10,349643170,1/14/10
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,H,8/12/15,822694289,9/26/15
Asia,North Korea,Office Supplies,Online,C,4/29/15,484913194,6/18/15
Sub-Saharan Africa,Sao Tome and Principe,Meat,Offline,L,4/4/10,289473712,5/15/10
Sub-Saharan Africa,Sierra Leone,Clothes,Online,L,3/2/10,809862172,4/19/10
Europe,Latvia,Office Supplies,Offline,H,7/3/14,889877402,8/10/14
Central America and the Caribbean,Honduras,Clothes,Offline,L,3/20/16,793630731,5/3/16
Asia,Sri Lanka,Snacks,Online,L,2/10/13,855545985,3/14/13
Europe,France,Household,Offline,H,8/16/11,130359494,9/23/11
Middle East and North Africa,Iran,Cosmetics,Offline,H,6/19/15,443120086,7/19/15
Europe,Georgia,Fruits,Online,C,4/11/14,539189088,5/25/14
Asia,Cambodia,Snacks,Online,C,2/10/10,134240329,2/11/10
Middle East and North Africa,Jordan,Office Supplies,Online,L,9/3/13,364260137,10/11/13
Europe,Bosnia and Herzegovina,Clothes,Offline,C,3/20/10,635547339,4/17/10
Sub-Saharan Africa,Benin,Vegetables,Offline,H,5/10/16,874713265,5/18/16
Australia and Oceania,Samoa ,Household,Offline,M,9/10/15,178681743,9/14/15
Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,8/10/15,864689099,8/16/15
Middle East and North Africa,Jordan,Fruits,Online,L,3/12/13,820284163,4/20/13
Australia and Oceania,New Zealand,Baby Food,Online,C,3/7/14,253328263,4/21/14
Europe,Italy,Clothes,Online,M,12/30/13,341995227,12/30/13
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,9/18/16,984771382,9/18/16
Middle East and North Africa,Saudi Arabia,Cereal,Offline,H,2/11/16,350455558,3/4/16
Central America and the Caribbean,Panama,Household,Offline,L,8/10/14,728159081,8/21/14
Sub-Saharan Africa,Angola,Cereal,Offline,C,11/21/11,877305781,1/8/12
Asia,India,Baby Food,Offline,L,4/14/16,977631986,5/12/16
Sub-Saharan Africa,Rwanda,Fruits,Online,C,9/11/10,379186522,10/16/10
Asia,Sri Lanka,Office Supplies,Online,C,12/6/16,752330720,12/21/16
Middle East and North Africa,Libya,Baby Food,Online,C,3/25/16,237738406,3/27/16
Europe,Malta,Office Supplies,Online,M,8/11/13,196395909,9/28/13
Europe,Moldova ,Cosmetics,Offline,H,5/16/11,259602057,6/20/11
Sub-Saharan Africa,Kenya,Meat,Offline,L,11/12/12,578968179,11/26/12
Europe,Moldova ,Household,Offline,H,3/3/11,476418101,3/27/11
Middle East and North Africa,Pakistan,Clothes,Online,C,7/22/15,694188153,8/7/15
Europe,Kosovo,Baby Food,Offline,C,6/6/17,244827163,7/5/17
Asia,South Korea,Cosmetics,Online,L,11/6/16,461196458,11/22/16
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Offline,H,2/19/11,946469867,3/10/11
Sub-Saharan Africa,Namibia,Vegetables,Online,M,10/30/13,924133718,12/11/13
Asia,Uzbekistan,Snacks,Online,M,1/8/13,587986838,2/4/13
Europe,France,Personal Care,Online,C,1/9/13,652140557,2/8/13
Europe,Vatican City,Fruits,Online,L,6/5/15,101018702,7/22/15
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,C,4/20/15,239357602,5/23/15
Asia,Maldives,Cereal,Online,M,7/30/12,642206084,9/3/12
Asia,South Korea,Cereal,Offline,C,10/31/15,504925477,11/12/15
Middle East and North Africa,Oman,Personal Care,Offline,L,10/3/15,893189609,10/16/15
Asia,Philippines,Clothes,Offline,H,9/8/11,692984807,10/25/11
Central America and the Caribbean,Honduras,Snacks,Offline,C,5/24/15,660609900,6/4/15
Central America and the Caribbean,Dominica,Clothes,Online,H,12/23/16,272676217,1/14/17
Middle East and North Africa,Libya,Personal Care,Offline,M,5/30/11,876107585,6/26/11
Central America and the Caribbean,Belize,Cosmetics,Offline,L,6/3/17,738140332,7/14/17
Middle East and North Africa,Azerbaijan,Vegetables,Online,C,3/6/13,896323287,3/21/13
Europe,France,Snacks,Offline,H,10/7/15,208517777,10/22/15
Sub-Saharan Africa,Togo,Office Supplies,Offline,C,10/29/16,302897632,12/14/16
Europe,Russia,Personal Care,Offline,C,8/26/16,627949178,9/18/16
