Region,Country,Item Type,Sales Channel,Order Priority,Order Date
Asia,Philippines,Cereal,Online,M,8/12/12
Sub-Saharan Africa,Guinea,Fruits,Online,M,3/29/13
Middle East and North Africa,Pakistan,Household,Online,L,1/16/13
Middle East and North Africa,Morocco,Cosmetics,Online,H,10/22/16
Sub-Saharan Africa,South Africa,Household,Offline,H,6/13/11
Middle East and North Africa,Saudi Arabia,Snacks,Offline,H,3/26/15
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,H,6/1/13
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,M,1/17/15
Sub-Saharan Africa,Central African Republic,Cosmetics,Online,M,4/16/11
Europe,San Marino,Meat,Offline,L,2/8/17
Australia and Oceania,Samoa ,Beverages,Online,H,6/11/14
Asia,North Korea,Personal Care,Online,C,8/5/16
Australia and Oceania,Samoa ,Snacks,Online,C,6/6/11
Sub-Saharan Africa,Uganda,Meat,Offline,C,8/1/10
Europe,Italy,Snacks,Offline,L,5/30/15
Sub-Saharan Africa,Rwanda,Personal Care,Offline,L,3/6/13
Asia,Tajikistan,Clothes,Offline,H,2/26/11
Australia and Oceania,Australia,Baby Food,Offline,H,2/4/10
Europe,Greece,Cosmetics,Online,M,8/11/15
Europe,Monaco,Household,Online,L,8/28/11
North America,Canada,Fruits,Online,L,5/1/17
Australia and Oceania,Kiribati,Fruits,Offline,H,12/7/14
Europe,Bulgaria,Cosmetics,Online,C,5/2/14
Middle East and North Africa,Pakistan,Cosmetics,Offline,H,4/27/11
Central America and the Caribbean,Jamaica,Personal Care,Online,L,2/6/14
Europe,Georgia,Meat,Online,H,10/25/16
Central America and the Caribbean,Saint Lucia,Baby Food,Offline,C,11/14/10
Central America and the Caribbean,Honduras,Cosmetics,Online,C,6/16/11
Sub-Saharan Africa,Madagascar,Snacks,Online,H,11/27/15
Central America and the Caribbean,Costa Rica,Snacks,Offline,C,1/12/15
Sub-Saharan Africa,The Gambia,Baby Food,Offline,H,1/30/12
Asia,China,Beverages,Online,H,5/12/11
Europe,Poland,Vegetables,Online,H,6/15/14
Asia,Cambodia,Personal Care,Online,L,6/11/16
Asia,Laos,Vegetables,Offline,H,4/4/17
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Offline,C,4/26/10
Asia,Brunei,Fruits,Offline,C,8/13/16
Asia,Maldives,Baby Food,Online,M,10/8/12
Australia and Oceania,Papua New Guinea,Cosmetics,Offline,C,7/19/10
Europe,Spain,Clothes,Online,H,3/13/15
Sub-Saharan Africa,Sierra Leone,Beverages,Offline,H,2/8/14
Middle East and North Africa,Bahrain,Fruits,Offline,C,11/16/10
Sub-Saharan Africa,South Sudan,Snacks,Online,H,12/14/13
Europe,Ireland,Fruits,Online,C,2/18/10
Europe,Moldova ,Vegetables,Offline,H,10/14/13
Sub-Saharan Africa,Cameroon,Meat,Offline,L,1/17/10
Middle East and North Africa,Kuwait,Office Supplies,Online,C,8/16/11
Sub-Saharan Africa,Tanzania,Office Supplies,Online,H,2/22/17
Asia,Sri Lanka,Beverages,Offline,L,12/12/14
Asia,North Korea,Cereal,Offline,L,2/22/17
Europe,Denmark,Fruits,Offline,L,6/1/10
Europe,Poland,Office Supplies,Online,C,10/18/12
Europe,Bosnia and Herzegovina,Clothes,Online,H,11/16/16
Sub-Saharan Africa,Angola,Cereal,Offline,M,4/26/16
Sub-Saharan Africa,Cape Verde,Meat,Offline,C,3/14/17
Europe,Romania,Meat,Offline,M,7/12/11
Europe,Moldova ,Cosmetics,Online,H,4/19/11
Australia and Oceania,Australia,Snacks,Offline,L,6/6/14
Sub-Saharan Africa,Burundi,Vegetables,Online,H,2/13/16
Europe,Denmark,Beverages,Offline,L,8/17/12
Sub-Saharan Africa,Sudan,Fruits,Online,H,8/22/12
Middle East and North Africa,Somalia,Meat,Offline,L,10/7/10
Sub-Saharan Africa,Chad,Baby Food,Online,C,1/12/14
Europe,Poland,Beverages,Online,M,5/21/15
Asia,Maldives,Office Supplies,Offline,C,8/17/12
Asia,India,Vegetables,Offline,H,3/12/12
Middle East and North Africa,Egypt,Snacks,Offline,L,3/26/10
Middle East and North Africa,Tunisia ,Household,Online,C,7/9/11
Europe,Luxembourg,Household,Offline,M,7/18/10
Sub-Saharan Africa,Burundi,Meat,Offline,L,6/6/10
Europe,Serbia,Beverages,Offline,M,7/31/11
Asia,Tajikistan,Vegetables,Offline,H,6/19/15
Europe,Bosnia and Herzegovina,Vegetables,Offline,L,4/2/13
Central America and the Caribbean,Honduras,Fruits,Offline,L,5/2/12
Asia,North Korea,Meat,Online,C,5/14/17
Europe,Russia,Fruits,Offline,H,5/13/11
Middle East and North Africa,Afghanistan,Household,Online,H,6/22/12
Middle East and North Africa,Saudi Arabia,Snacks,Offline,C,3/13/17
Europe,Andorra,Snacks,Offline,H,9/27/11
Sub-Saharan Africa,Comoros,Meat,Offline,C,8/28/13
Europe,Germany,Snacks,Online,M,1/26/15
Australia and Oceania,Marshall Islands,Office Supplies,Offline,M,9/27/16
Central America and the Caribbean,Belize,Cereal,Offline,L,9/13/16
Middle East and North Africa,Somalia,Office Supplies,Online,L,1/21/14
Europe,Finland,Baby Food,Online,M,10/3/12
Middle East and North Africa,Afghanistan,Fruits,Offline,H,4/1/10
Europe,Estonia,Personal Care,Offline,C,5/26/16
Europe,Russia,Fruits,Offline,H,11/9/11
Europe,Slovenia,Meat,Online,L,5/25/12
Middle East and North Africa,Turkey,Meat,Offline,M,2/29/12
Australia and Oceania,Tonga,Office Supplies,Offline,H,2/16/10
Sub-Saharan Africa,Mali,Cereal,Offline,L,12/1/13
Middle East and North Africa,Saudi Arabia,Meat,Online,C,4/14/13
Sub-Saharan Africa,Botswana,Meat,Offline,C,3/12/14
Sub-Saharan Africa,Zimbabwe,Snacks,Online,L,4/25/12
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,C,12/16/11
Australia and Oceania,New Zealand,Cosmetics,Offline,H,9/14/14
Sub-Saharan Africa,Malawi,Vegetables,Offline,H,8/21/15
North America,Mexico,Cereal,Online,H,9/6/14
Europe,Macedonia,Snacks,Offline,H,11/2/12
Asia,Mongolia,Snacks,Offline,L,12/13/15
Asia,South Korea,Vegetables,Online,L,10/12/15
Middle East and North Africa,United Arab Emirates,Office Supplies,Offline,L,7/8/16
Europe,Switzerland,Cosmetics,Online,M,11/7/15
Asia,Bhutan,Household,Online,H,4/22/16
Sub-Saharan Africa,Niger,Personal Care,Offline,L,11/29/13
Europe,Slovakia,Baby Food,Offline,M,2/11/17
Europe,Denmark,Meat,Offline,C,9/17/12
Asia,Uzbekistan,Snacks,Offline,C,1/26/15
North America,United States of America,Office Supplies,Offline,H,11/24/16
Central America and the Caribbean,Jamaica,Cereal,Online,H,10/5/15
Europe,Austria,Beverages,Offline,H,4/15/10
Sub-Saharan Africa,South Sudan,Personal Care,Offline,L,7/12/11
Central America and the Caribbean,Grenada,Cereal,Offline,M,6/15/16
Asia,Maldives,Snacks,Offline,M,9/30/11
Sub-Saharan Africa,Liberia,Clothes,Online,L,6/8/15
Central America and the Caribbean,Saint Kitts and Nevis ,Cereal,Online,L,7/17/12
Europe,Liechtenstein,Household,Online,H,11/15/11
Middle East and North Africa,Tunisia ,Meat,Offline,L,12/7/11
Middle East and North Africa,Somalia,Cosmetics,Offline,H,4/20/12
Sub-Saharan Africa,Namibia,Household,Online,H,5/28/17
Europe,Germany,Meat,Offline,M,1/4/10
Central America and the Caribbean,Antigua and Barbuda ,Fruits,Online,H,8/12/15
Asia,North Korea,Office Supplies,Online,C,4/29/15
Sub-Saharan Africa,Sao Tome and Principe,Meat,Offline,L,4/4/10
Sub-Saharan Africa,Sierra Leone,Clothes,Online,L,3/2/10
Europe,Latvia,Office Supplies,Offline,H,7/3/14
Central America and the Caribbean,Honduras,Clothes,Offline,L,3/20/16
Asia,Sri Lanka,Snacks,Online,L,2/10/13
Europe,France,Household,Offline,H,8/16/11
Middle East and North Africa,Iran,Cosmetics,Offline,H,6/19/15
Europe,Georgia,Fruits,Online,C,4/11/14
Asia,Cambodia,Snacks,Online,C,2/10/10
Middle East and North Africa,Jordan,Office Supplies,Online,L,9/3/13
Europe,Bosnia and Herzegovina,Clothes,Offline,C,3/20/10
Sub-Saharan Africa,Benin,Vegetables,Offline,H,5/10/16
Australia and Oceania,Samoa ,Household,Offline,M,9/10/15
Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,8/10/15
Middle East and North Africa,Jordan,Fruits,Online,L,3/12/13
Australia and Oceania,New Zealand,Baby Food,Online,C,3/7/14
Europe,Italy,Clothes,Online,M,12/30/13
Central America and the Caribbean,Nicaragua,Vegetables,Online,C,9/18/16
Middle East and North Africa,Saudi Arabia,Cereal,Offline,H,2/11/16
Central America and the Caribbean,Panama,Household,Offline,L,8/10/14
Sub-Saharan Africa,Angola,Cereal,Offline,C,11/21/11
Asia,India,Baby Food,Offline,L,4/14/16
Sub-Saharan Africa,Rwanda,Fruits,Online,C,9/11/10
Asia,Sri Lanka,Office Supplies,Online,C,12/6/16
Middle East and North Africa,Libya,Baby Food,Online,C,3/25/16
Europe,Malta,Office Supplies,Online,M,8/11/13
Europe,Moldova ,Cosmetics,Offline,H,5/16/11
Sub-Saharan Africa,Kenya,Meat,Offline,L,11/12/12
Europe,Moldova ,Household,Offline,H,3/3/11
Middle East and North Africa,Pakistan,Clothes,Online,C,7/22/15
Europe,Kosovo,Baby Food,Offline,C,6/6/17
Asia,South Korea,Cosmetics,Online,L,11/6/16
Sub-Saharan Africa,Equatorial Guinea,Vegetables,Offline,H,2/19/11
Sub-Saharan Africa,Namibia,Vegetables,Online,M,10/30/13
Asia,Uzbekistan,Snacks,Online,M,1/8/13
Europe,France,Personal Care,Online,C,1/9/13
Europe,Vatican City,Fruits,Online,L,6/5/15
Central America and the Caribbean,Trinidad and Tobago,Fruits,Online,C,4/20/15
Asia,Maldives,Cereal,Online,M,7/30/12
Asia,South Korea,Cereal,Offline,C,10/31/15
Middle East and North Africa,Oman,Personal Care,Offline,L,10/3/15
Asia,Philippines,Clothes,Offline,H,9/8/11
Central America and the Caribbean,Honduras,Snacks,Offline,C,5/24/15
Central America and the Caribbean,Dominica,Clothes,Online,H,12/23/16
Middle East and North Africa,Libya,Personal Care,Offline,M,5/30/11
Central America and the Caribbean,Belize,Cosmetics,Offline,L,6/3/17
Middle East and North Africa,Azerbaijan,Vegetables,Online,C,3/6/13
Europe,France,Snacks,Offline,H,10/7/15
Sub-Saharan Africa,Togo,Office Supplies,Offline,C,10/29/16
Europe,Russia,Personal Care,Offline,C,8/26/16
Asia,Sri Lanka,Snacks,Offline,C,10/19/12
Sub-Saharan Africa,Ethiopia,Household,Offline,L,6/23/11
Sub-Saharan Africa,Comoros,Office Supplies,Online,C,2/26/16
Middle East and North Africa,Oman,Fruits,Online,M,3/27/16
Sub-Saharan Africa,South Sudan,Personal Care,Offline,M,7/19/13
Middle East and North Africa,Jordan,Vegetables,Offline,L,12/21/10
Asia,Japan,Household,Offline,L,4/2/16
Middle East and North Africa,Morocco,Office Supplies,Offline,H,6/21/15
Sub-Saharan Africa,South Africa,Household,Offline,L,9/17/14
Asia,Mongolia,Cereal,Offline,H,7/20/13
Europe,Belarus,Office Supplies,Online,H,5/30/16
Sub-Saharan Africa,Senegal,Vegetables,Online,L,8/22/13
Europe,Slovenia,Office Supplies,Offline,L,8/1/15
Sub-Saharan Africa,Namibia,Cosmetics,Online,M,12/3/10
Sub-Saharan Africa,Sudan,Baby Food,Online,M,12/3/15
Central America and the Caribbean,The Bahamas,Cosmetics,Offline,L,1/14/10
Middle East and North Africa,Afghanistan,Cereal,Online,M,6/13/15
Sub-Saharan Africa,Nigeria,Clothes,Offline,M,7/11/17
Middle East and North Africa,Morocco,Meat,Online,L,1/26/14
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Online,L,7/11/11
Middle East and North Africa,Syria,Clothes,Offline,H,8/7/13
Europe,United Kingdom,Cereal,Offline,H,7/3/17
Sub-Saharan Africa,Burundi,Cosmetics,Online,L,2/25/10
Sub-Saharan Africa,Ghana,Office Supplies,Offline,C,5/23/17
Middle East and North Africa,Jordan,Clothes,Online,L,11/24/16
Europe,Albania,Meat,Online,L,2/23/10
Sub-Saharan Africa,Chad,Fruits,Offline,M,1/11/11
Asia,Mongolia,Vegetables,Online,L,10/13/11
Europe,Kosovo,Fruits,Online,C,1/24/17
Europe,Sweden,Baby Food,Online,L,6/20/17
Sub-Saharan Africa,Burundi,Beverages,Offline,H,12/28/15
Asia,Mongolia,Cereal,Online,M,9/14/16
Middle East and North Africa,Tunisia ,Office Supplies,Offline,M,5/22/13
Central America and the Caribbean,Jamaica,Beverages,Offline,L,1/12/16
Asia,China,Meat,Online,L,10/1/16
Middle East and North Africa,Iran,Snacks,Online,M,4/22/16
Middle East and North Africa,Iraq,Household,Offline,L,9/24/12
Asia,Japan,Meat,Offline,L,9/14/12
Asia,Uzbekistan,Cereal,Offline,M,8/8/12
Sub-Saharan Africa,Ghana,Clothes,Offline,C,6/12/17
Central America and the Caribbean,Cuba,Baby Food,Online,C,5/21/14
Middle East and North Africa,Algeria,Beverages,Online,H,5/8/14
Europe,Moldova ,Baby Food,Offline,C,5/31/10
Middle East and North Africa,Tunisia ,Cosmetics,Offline,C,11/5/11
Sub-Saharan Africa,Seychelles ,Clothes,Offline,H,1/23/10
Europe,Hungary,Office Supplies,Online,C,9/7/12
Europe,Belgium,Office Supplies,Online,L,1/13/17
Asia,North Korea,Vegetables,Online,H,12/8/13
Europe,Malta,Cereal,Offline,M,3/15/14
Asia,Philippines,Cosmetics,Online,M,7/27/14
Middle East and North Africa,Azerbaijan,Meat,Offline,M,8/15/16
Central America and the Caribbean,Barbados,Vegetables,Offline,C,6/10/15
Sub-Saharan Africa,Burkina Faso,Fruits,Offline,C,12/13/10
Sub-Saharan Africa,Ethiopia,Meat,Online,C,9/22/11
Europe,Luxembourg,Meat,Offline,H,1/12/16
Middle East and North Africa,Lebanon,Office Supplies,Offline,H,8/22/15
Asia,Indonesia,Office Supplies,Offline,H,9/27/14
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Online,H,1/4/11
Europe,Romania,Clothes,Online,H,7/22/14
Europe,Greece,Snacks,Offline,C,10/31/13
Sub-Saharan Africa,Tanzania,Beverages,Offline,C,4/15/17
Europe,Malta,Office Supplies,Offline,L,9/19/11
Sub-Saharan Africa,Djibouti,Fruits,Online,H,6/27/11
Europe,Portugal,Snacks,Offline,H,11/16/16
Sub-Saharan Africa,Angola,Snacks,Offline,L,4/24/10
Middle East and North Africa,Yemen,Personal Care,Offline,H,2/18/13
Central America and the Caribbean,Guatemala,Office Supplies,Online,M,9/6/13
Sub-Saharan Africa,Togo,Household,Offline,C,6/29/16
Sub-Saharan Africa,Ethiopia,Meat,Offline,L,10/28/15
Central America and the Caribbean,Saint Vincent and the Grenadines,Baby Food,Online,C,7/23/14
Europe,Sweden,Office Supplies,Online,C,11/11/12
Asia,Maldives,Office Supplies,Online,M,12/21/11
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,C,5/23/10
Australia and Oceania,Tonga,Cereal,Offline,L,4/9/15
Sub-Saharan Africa,Mozambique,Vegetables,Online,L,11/22/15
Europe,Macedonia,Vegetables,Online,M,3/3/10
Europe,Slovenia,Clothes,Offline,M,1/9/16
Sub-Saharan Africa,Botswana,Baby Food,Offline,M,7/25/14
Australia and Oceania,Solomon Islands,Personal Care,Online,L,6/26/14
Europe,Bulgaria,Clothes,Offline,H,5/20/10
Australia and Oceania,Palau,Snacks,Offline,H,11/11/16
Asia,Thailand,Beverages,Online,M,9/25/11
Europe,Hungary,Vegetables,Offline,C,7/3/15
Middle East and North Africa,Egypt,Clothes,Online,M,11/25/11
Europe,Ireland,Meat,Offline,H,3/16/12
Sub-Saharan Africa,Eritrea,Cosmetics,Online,L,8/19/13
Europe,Lithuania,Household,Offline,L,9/1/10
Europe,Liechtenstein,Household,Online,L,1/3/14
Asia,Vietnam,Beverages,Offline,L,6/25/16
Australia and Oceania,Kiribati,Snacks,Online,H,12/27/11
Europe,Spain,Baby Food,Offline,L,5/31/14
Europe,Lithuania,Household,Online,M,1/1/16
Central America and the Caribbean,Trinidad and Tobago,Vegetables,Offline,L,11/3/13
Asia,Taiwan,Cosmetics,Offline,C,8/28/13
Asia,Kazakhstan,Office Supplies,Online,H,11/19/10
Central America and the Caribbean,Grenada,Baby Food,Online,H,3/3/17
Europe,Denmark,Cereal,Offline,C,2/20/11
Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,H,5/11/10
Europe,Norway,Cosmetics,Online,C,7/8/14
Europe,Italy,Clothes,Online,L,10/19/16
Central America and the Caribbean,Costa Rica,Cosmetics,Online,L,3/31/15
Asia,India,Snacks,Offline,M,7/11/16
Asia,Turkmenistan,Office Supplies,Offline,H,1/9/17
Middle East and North Africa,Bahrain,Vegetables,Online,C,3/8/14
Sub-Saharan Africa,Liberia,Baby Food,Online,C,4/20/10
Central America and the Caribbean,Dominica,Personal Care,Online,H,4/22/16
Europe,Slovakia,Meat,Online,H,2/16/10
Europe,Finland,Snacks,Offline,H,3/8/16
Europe,Kosovo,Household,Offline,M,9/28/10
Sub-Saharan Africa,Eritrea,Beverages,Offline,M,7/25/16
Australia and Oceania,East Timor,Personal Care,Offline,M,11/2/15
Europe,Estonia,Meat,Offline,H,7/9/14
Sub-Saharan Africa,Guinea,Office Supplies,Online,L,11/9/15
Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,C,8/2/16
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Online,M,9/19/10
North America,Mexico,Personal Care,Online,M,1/19/16
Europe,Finland,Personal Care,Offline,L,5/14/17
Europe,Sweden,Cereal,Offline,H,8/30/15
Sub-Saharan Africa,Botswana,Household,Online,C,10/13/16
Europe,Hungary,Fruits,Online,M,6/29/12
Europe,Ukraine,Fruits,Online,H,7/23/14
Australia and Oceania,Australia,Office Supplies,Online,L,1/31/13
Sub-Saharan Africa,Liberia,Baby Food,Online,C,8/9/10
Middle East and North Africa,Pakistan,Clothes,Offline,M,9/19/10
Sub-Saharan Africa,Cameroon,Household,Offline,H,4/19/14
Central America and the Caribbean,Belize,Cosmetics,Offline,L,9/19/15
Central America and the Caribbean,Jamaica,Fruits,Offline,C,3/10/14
Europe,Switzerland,Vegetables,Online,M,1/2/10
Europe,Albania,Baby Food,Online,C,11/15/15
Sub-Saharan Africa,Sao Tome and Principe,Household,Online,H,4/9/15
Central America and the Caribbean,Barbados,Household,Online,M,9/7/11
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Online,L,3/22/17
Sub-Saharan Africa,Botswana,Household,Online,M,12/31/10
Middle East and North Africa,Iran,Beverages,Offline,M,1/16/11
Asia,India,Vegetables,Offline,M,7/8/17
Asia,Brunei,Meat,Offline,C,7/7/16
Europe,Belgium,Household,Offline,M,2/11/14
Australia and Oceania,Federated States of Micronesia,Vegetables,Online,H,6/18/17
Europe,Macedonia,Meat,Offline,M,11/4/15
Asia,Japan,Personal Care,Offline,H,9/29/14
Central America and the Caribbean,Antigua and Barbuda ,Vegetables,Online,M,12/8/16
Central America and the Caribbean,Cuba,Cereal,Online,L,2/9/11
Asia,Uzbekistan,Office Supplies,Offline,H,7/9/13
Asia,Thailand,Meat,Offline,L,3/15/11
Sub-Saharan Africa,Nigeria,Snacks,Offline,H,3/8/11
Europe,Russia,Vegetables,Offline,C,12/26/13
Central America and the Caribbean,El Salvador,Vegetables,Offline,L,5/29/17
Sub-Saharan Africa,Burkina Faso,Household,Offline,M,9/29/12
Central America and the Caribbean,Costa Rica,Office Supplies,Offline,L,4/15/11
Asia,Indonesia,Vegetables,Offline,L,3/28/10
Middle East and North Africa,Lebanon,Office Supplies,Offline,C,8/28/11
Asia,Philippines,Cereal,Offline,M,2/6/11
Middle East and North Africa,Algeria,Vegetables,Offline,H,7/16/16
Sub-Saharan Africa,Botswana,Vegetables,Offline,H,4/20/14
Europe,Georgia,Beverages,Online,H,9/13/10
Sub-Saharan Africa,Madagascar,Cosmetics,Offline,L,2/14/13
Australia and Oceania,Tonga,Household,Offline,M,2/1/11
Sub-Saharan Africa,Lesotho,Meat,Offline,L,4/27/10
Europe,Romania,Baby Food,Online,M,10/28/13
Middle East and North Africa,Iraq,Cereal,Online,H,7/14/10
Europe,San Marino,Snacks,Offline,L,12/7/16
Sub-Saharan Africa,Liberia,Cereal,Offline,L,9/23/12
Australia and Oceania,Marshall Islands,Beverages,Offline,M,10/2/12
Central America and the Caribbean,Trinidad and Tobago,Beverages,Offline,C,3/12/10
Asia,Japan,Beverages,Online,C,8/28/10
Asia,Mongolia,Vegetables,Online,L,3/31/13
Middle East and North Africa,Israel,Beverages,Online,M,5/6/14
Central America and the Caribbean,Nicaragua,Cereal,Online,H,5/24/11
Asia,Malaysia,Cosmetics,Offline,H,4/6/14
Asia,Mongolia,Office Supplies,Offline,L,3/2/11
Central America and the Caribbean,Guatemala,Fruits,Online,M,4/26/10
Europe,Spain,Personal Care,Online,L,6/3/13
Australia and Oceania,Solomon Islands,Clothes,Online,H,11/22/11
Middle East and North Africa,Iraq,Personal Care,Offline,M,5/6/13
Central America and the Caribbean,Haiti,Baby Food,Offline,L,2/9/15
Sub-Saharan Africa,Burundi,Beverages,Offline,L,7/29/15
Middle East and North Africa,Iraq,Baby Food,Offline,M,5/31/10
Sub-Saharan Africa,Madagascar,Baby Food,Offline,C,7/3/11
Central America and the Caribbean,Guatemala,Meat,Online,L,11/10/12
Central America and the Caribbean,Costa Rica,Baby Food,Offline,C,2/18/17
Asia,Laos,Cereal,Online,L,9/6/16
Europe,Czech Republic,Beverages,Online,L,7/2/12
Australia and Oceania,Tuvalu,Beverages,Online,C,6/8/10
Central America and the Caribbean,El Salvador,Fruits,Online,C,5/24/17
Asia,South Korea,Cosmetics,Offline,H,11/7/14
Middle East and North Africa,Israel,Personal Care,Offline,H,8/20/15
Middle East and North Africa,Iraq,Meat,Offline,H,9/12/14
Asia,Vietnam,Beverages,Offline,H,8/25/15
North America,United States of America,Personal Care,Offline,L,10/12/11
Sub-Saharan Africa,Guinea,Cosmetics,Offline,C,8/12/12
Central America and the Caribbean,Costa Rica,Meat,Online,L,5/14/17
Central America and the Caribbean,Honduras,Baby Food,Online,H,3/7/11
Australia and Oceania,Federated States of Micronesia,Office Supplies,Online,M,5/1/14
Europe,Slovenia,Beverages,Offline,L,4/22/10
Central America and the Caribbean,Dominica,Cereal,Online,M,2/26/10
Europe,Montenegro,Beverages,Offline,L,11/8/10
Sub-Saharan Africa,Benin,Beverages,Online,H,3/22/14
Sub-Saharan Africa,The Gambia,Cereal,Online,M,7/28/15
Central America and the Caribbean,Haiti,Office Supplies,Online,M,1/28/15
Asia,Bhutan,Snacks,Offline,L,12/17/13
Asia,Singapore,Office Supplies,Offline,M,9/27/10
Australia and Oceania,Samoa ,Clothes,Offline,H,7/23/12
Asia,Laos,Clothes,Online,M,4/8/16
Sub-Saharan Africa,Cote d'Ivoire,Baby Food,Online,M,3/21/12
Sub-Saharan Africa,Burkina Faso,Baby Food,Online,C,10/2/10
North America,United States of America,Vegetables,Offline,H,9/13/15
Europe,Germany,Office Supplies,Offline,C,1/10/13
